recipe_id,raw_material_id,raw_material_ratio,flavour_id,flavour_ratio,ingredient_id,ingredient_ratio,heat_process,yield,generation_date,batch_number
1ANI,59,0.45,196,0.54,201,0.01,,94.73,5/5/24,1
OSEP,167,0.09,97,0.15,182,0.76,Steaming,91.93,5/5/24,1
1MED,167,0.6,50,0.18,70,0.22,,97.02,5/5/24,1
MFF1,63,0.28,445,0.34,230,0.38,,90.41,5/5/24,1
XG3Z,186,0.92,164,0.07,256,0.01,,92.57,5/5/24,1
ECZL,67,0.94,406,0.05,194,0.01,,98.45,5/5/24,1
FGO0,182,0.78,156,0.21,113,0.01,Freezing for 20 min,95.9,5/5/24,1
GCAC,42,0.95,319,0.04,40,0.01,,93.25,5/5/24,1
RNLF,58,0.13,257,0.86,295,0.01,,97.08,5/5/24,1
C7Z1,179,0.07,498,0.91,81,0.02,,91.98,5/5/24,1
PH1F,13,0.37,121,0.46,28,0.17,,94,5/5/24,1
QIX8,144,0.21,413,0.59,2,0.2,,92.18,5/5/24,1
R2E3,144,0.51,456,0.48,71,0.01,Freezing for 20 min,97.69,5/5/24,1
4MWP,198,0.01,49,0.4,258,0.59,,96.64,5/5/24,1
GHVC,198,0.78,449,0.21,141,0.01,,91.89,5/5/24,1
RNEB,91,0.94,407,0.05,12,0.01,,98.26,5/5/24,1
D257,138,0.94,258,0.05,2,0.01,50°C for 10 min,99.86,5/5/24,1
YCPB,32,0.3,379,0.24,108,0.46,Steaming,99.04,5/5/24,1
UJ1Z,45,0.31,473,0.19,40,0.5,,99.57,5/5/24,1
QSQC,111,0.53,449,0.23,73,0.24,Freezing for 20 min,95.46,5/5/24,1
9GWS,45,0.54,370,0.27,119,0.19,,96.42,5/5/24,1
ZJ6O,45,0.94,450,0.05,210,0.01,,95.96,5/5/24,1
QA1Z,7,0.15,500,0.68,251,0.17,,94.69,5/5/24,1
X385,12,0.27,289,0.28,218,0.45,,95.27,5/5/24,1
WDRC,144,0.05,21,0.81,57,0.14,,92.59,5/5/24,1
LIDM,4,0.13,287,0.17,21,0.7,Freezing for 20 min,90.03,5/5/24,1
7Q8V,182,0.42,92,0.13,152,0.45,,93.88,5/5/24,1
5ZKV,12,0.73,395,0.05,82,0.22,,97.01,5/5/24,1
F5E2,33,0.92,376,0.07,17,0.01,,91.77,5/5/24,1
LCCM,72,0.42,157,0.28,174,0.3,,96.61,5/5/24,1
TOIT,147,0.07,81,0.3,219,0.63,,98.33,5/5/24,1
B8T0,144,0.03,37,0.83,21,0.14,,47.04,5/5/24,1
HOBU,47,0.82,33,0.17,188,0.01,20°C for 60 min,98.06,5/5/24,1
S1KA,68,0.94,106,0.05,231,0.01,Steaming,97.21,5/5/24,1
GYSY,167,0.1,218,0.86,192,0.04,,94.12,5/5/24,1
8L2T,95,0.34,16,0.32,115,0.34,Freezing for 20 min,97.87,5/5/24,1
WIBR,90,0.91,17,0.08,64,0.01,Freezing for 20 min,91.04,5/5/24,1
E78L,131,0.38,55,0.61,241,0.01,,90.44,5/5/24,1
MAY6,90,0.79,10,0.2,63,0.01,,98.82,5/5/24,1
0L84,88,0.72,499,0.27,261,0.01,,98.04,5/5/24,1
1NIA,166,0.3,87,0.38,216,0.32,Freezing for 20 min,99.44,5/5/24,1
MK2N,191,0.78,106,0.21,222,0.01,,97.99,5/5/24,1
FP65,109,0.03,53,0.5,228,0.47,,95.29,5/5/24,1
YPVE,59,0.16,221,0.44,88,0.4,Freezing for 20 min,95.41,5/5/24,1
O9RE,196,0.09,67,0.14,113,0.77,,97.82,5/5/24,1
5T53,144,0.83,408,0.16,180,0.01,,94.8,5/5/24,1
QDP7,137,0.34,369,0.65,36,0.01,,99.63,5/5/24,1
9AU1,124,0.05,350,0.21,235,0.74,,91.73,5/5/24,1
GP23,150,0.61,336,0.03,135,0.36,,93.96,5/5/24,1
DLS3,159,0.68,392,0.31,29,0.01,,90.67,5/5/24,1
IOR3,164,0.71,160,0.09,299,0.2,,92.16,5/5/24,1
JVYC,198,0.14,151,0.2,266,0.66,,95.72,5/5/24,1
OGHQ,82,0.14,479,0.07,159,0.79,20°C for 60 min,90.53,5/5/24,1
KGLT,46,0.63,311,0.36,120,0.01,50°C for 10 min,95.97,5/5/24,1
B55V,78,0.42,8,0.51,133,0.07,50°C for 10 min,29.03,5/5/24,1
YCGY,157,0.09,138,0.02,116,0.89,Steaming,95.65,5/5/24,1
8IYT,107,0.84,43,0.15,247,0.01,,65.38,5/5/24,1
TG4Y,174,0.19,181,0.8,37,0.01,,98.72,5/5/24,1
J09W,45,0.2,28,0.79,37,0.01,70°C for 10 min,97.77,5/5/24,1
Y5XD,149,0.95,246,0.04,105,0.01,,96.11,5/5/24,1
S5XW,48,0.32,225,0.59,4,0.09,,90.51,5/5/24,1
2OBS,166,0.48,358,0.51,216,0.01,,98.12,5/5/24,1
QQO7,89,0.52,263,0.47,255,0.01,,69.87,5/5/24,1
WO1P,198,0.67,397,0.32,129,0.01,,97.35,5/5/24,1
6OY2,140,0.46,312,0.53,186,0.01,,99.73,5/5/24,1
ULK8,151,0.52,269,0.47,138,0.01,Steaming,93.61,5/5/24,1
1ZJ6,12,0.31,427,0.68,217,0.01,,91.82,5/5/24,1
U5UV,144,0.58,431,0.34,175,0.08,50°C for 10 min,97.17,5/5/24,1
HAK6,84,0.49,196,0.21,287,0.3,Freezing for 20 min,97.13,5/5/24,1
8AC0,67,0.96,287,0.03,41,0.01,,37.3,5/5/24,1
FJD0,165,0.73,416,0.26,225,0.01,,96.46,5/5/24,1
5EDA,45,0.05,145,0.73,195,0.22,,96.28,5/5/24,1
C7BD,39,0.84,488,0.09,127,0.07,,92.84,5/5/24,1
UUR1,76,0.51,245,0.04,13,0.45,50°C for 10 min,90.68,5/5/24,1
YQV4,130,0.52,475,0.15,111,0.33,50°C for 10 min,90.93,5/5/24,1
FSAW,50,0.26,260,0.51,259,0.23,,96.95,5/5/24,1
1XLQ,111,0.8,49,0.12,225,0.08,,93.28,5/5/24,1
OW1A,78,0.69,348,0.16,233,0.15,,97.83,5/5/24,1
PV6L,78,0.19,254,0.75,143,0.06,,96.74,5/5/24,1
A5M8,45,0.68,114,0.12,283,0.2,,94.15,5/5/24,1
EGJP,67,0.44,18,0.45,268,0.11,Freezing for 20 min,98.14,5/5/24,1
BCGU,55,0.64,61,0.35,152,0.01,,95.77,5/5/24,1
ZBZD,47,0.41,282,0.52,163,0.07,,94.2,5/5/24,1
VXMT,13,0.79,5,0.2,176,0.01,50°C for 10 min,98.4,5/5/24,1
CZXC,87,0.78,404,0.21,88,0.01,,90.59,5/5/24,1
11XF,47,0.59,192,0.4,46,0.01,20°C for 60 min,92.68,5/5/24,1
DD3G,198,0.6,447,0.11,287,0.29,,90.21,5/5/24,1
Q3CQ,123,0.87,49,0.12,123,0.01,,92.46,5/5/24,1
5GNH,90,0.23,302,0.33,198,0.44,,96.86,5/5/24,1
WKI1,71,0.77,274,0.22,202,0.01,,99.11,5/5/24,1
O5U2,90,0.05,19,0.53,65,0.42,,99.23,5/5/24,1
H5M7,72,0.85,199,0.09,253,0.06,,92.87,5/5/24,1
72RY,172,0.87,364,0.12,273,0.01,Steaming,98.4,5/5/24,1
TSXH,50,0.51,289,0.48,138,0.01,,80.46,5/5/24,1
XJVK,56,0.56,47,0.43,16,0.01,,92.13,5/5/24,1
0HJF,144,0.84,22,0.15,263,0.01,,96.93,5/5/24,1
HRKQ,183,0.88,370,0.11,157,0.01,,91.57,5/5/24,1
RHIR,143,0.78,133,0.21,36,0.01,70°C for 10 min,91.72,5/5/24,1
0K93,14,0.48,212,0.07,76,0.45,,97.79,5/5/24,1
KP8O,183,0.81,294,0.18,190,0.01,,91.63,5/5/24,1
FDH3,158,0.7,207,0.29,280,0.01,Freezing for 20 min,97.62,5/5/24,1
CBEC,46,0.72,393,0.27,101,0.01,20°C for 60 min,97.57,5/5/24,1
IPD7,12,0.22,131,0.77,240,0.01,20°C for 60 min,95.91,5/5/24,1
7Z2L,144,0.77,21,0.11,102,0.12,,92.52,5/5/24,1
NI1Q,45,0.92,422,0.07,32,0.01,Steaming,94.77,5/5/24,1
JNDS,102,0.63,275,0.36,276,0.01,,94.73,5/5/24,1
SRTX,15,0.39,177,0.29,120,0.32,20°C for 60 min,97.36,5/5/24,1
6LSM,114,0.06,115,0.75,110,0.19,,81.76,5/5/24,1
SSXM,6,0.6,169,0.39,286,0.01,Freezing for 20 min,94.31,5/5/24,1
AO4H,105,0.19,97,0.28,94,0.53,,96.72,5/5/24,1
8Z5A,167,0.52,247,0.38,105,0.1,50°C for 10 min,94.07,5/5/24,1
UHX1,117,0.89,140,0.03,56,0.08,20°C for 60 min,90.09,5/5/24,1
D9QC,179,0.63,175,0.36,93,0.01,,93.48,5/5/24,1
TR54,109,0.3,491,0.69,8,0.01,Freezing for 20 min,92.59,5/5/24,1
HA43,144,0.31,86,0.35,292,0.34,Steaming,97.45,5/5/24,1
MKZP,78,0.81,147,0.18,213,0.01,,33.2,5/5/24,1
47OR,61,0.71,238,0.04,114,0.25,,40.91,5/5/24,1
GJ4Q,71,0.2,448,0.39,227,0.41,,91.02,5/5/24,1
LZ2L,19,0.2,74,0.43,35,0.37,,95.32,5/5/24,1
GQ6D,49,0.76,339,0.23,181,0.01,,94.82,5/5/24,1
BYCM,78,0.89,479,0.1,247,0.01,Steaming,95.1,5/5/24,1
ME97,72,0.54,186,0.37,123,0.09,,98.65,5/5/24,1
JS36,95,0.74,409,0.08,118,0.18,,92.31,5/5/24,1
9901,93,0.09,345,0.14,263,0.77,Freezing for 20 min,97.24,5/5/24,1
IT9P,149,0.96,185,0.03,160,0.01,,95.15,5/5/24,1
IKEF,78,0.33,446,0.05,122,0.62,Steaming,90.94,5/5/24,1
YUM7,143,0.24,186,0.27,32,0.49,50°C for 10 min,95.02,5/5/24,1
7317,181,0.06,137,0.83,183,0.11,Freezing for 20 min,90.58,5/5/24,1
4IQD,90,0.77,23,0.22,245,0.01,,97.3,5/5/24,1
MHFT,110,0.04,393,0.36,60,0.6,,99.95,5/5/24,1
D3Y7,143,0.84,37,0.15,117,0.01,,92.72,5/5/24,1
PS4U,94,0.12,220,0.75,242,0.13,70°C for 10 min,92.09,5/5/24,1
RX18,34,0.48,292,0.1,187,0.42,,97.84,5/5/24,1
H9Q9,60,0.57,404,0.42,16,0.01,,99.97,5/5/24,1
EELN,8,0.75,324,0.24,190,0.01,Steaming,99.73,5/5/24,1
3SJ2,144,0.02,478,0.08,196,0.9,,94.15,5/5/24,1
0B5M,56,0.37,19,0.06,145,0.57,,95.84,5/5/24,1
4NSD,167,0.08,487,0.35,84,0.57,,96.04,5/5/24,1
4EIK,137,0.46,463,0.53,61,0.01,,64.66,5/5/24,1
593Y,149,0.79,80,0.2,68,0.01,,91.02,5/5/24,1
GWSC,179,0.16,483,0.83,94,0.01,,99.44,5/5/24,1
3JP2,85,0.67,281,0.24,118,0.09,,43.89,5/5/24,1
XAPU,41,0.45,490,0.46,136,0.09,,91.04,5/5/24,1
DP5A,193,0.83,7,0.16,232,0.01,20°C for 60 min,91.32,5/5/24,1
D24N,199,0.67,429,0.32,100,0.01,,94.7,5/5/24,1
HBQF,45,0.79,201,0.2,131,0.01,,98.22,5/5/24,1
VAGL,150,0.76,249,0.23,90,0.01,Freezing for 20 min,95.23,5/5/24,1
5YLT,12,0.69,338,0.09,81,0.22,,96.19,5/5/24,1
IWFT,8,0.25,130,0.26,21,0.49,,90.27,5/5/24,1
LBZJ,142,0.7,68,0.29,282,0.01,,98.42,5/5/24,1
IEDD,50,0.44,340,0.55,247,0.01,,91.87,5/5/24,1
QHDB,175,0.35,63,0.64,241,0.01,,98.06,5/5/24,1
537A,99,0.86,413,0.03,137,0.11,,95.4,5/5/24,1
5XB1,161,0.52,147,0.47,147,0.01,50°C for 10 min,90.38,5/5/24,1
VCHZ,19,0.35,254,0.44,299,0.21,20°C for 60 min,65.28,5/5/24,1
C67M,176,0.07,438,0.9,286,0.03,,55.34,5/5/24,1
04ID,41,0.12,350,0.23,145,0.65,70°C for 10 min,98.61,5/5/24,1
3UJU,114,0.76,324,0.23,170,0.01,,91.12,5/5/24,1
ADM2,125,0.85,118,0.14,65,0.01,,99.26,5/5/24,1
0L3J,12,0.12,321,0.28,55,0.6,,96.22,5/5/24,1
CGF6,198,0.82,330,0.17,214,0.01,50°C for 10 min,97.1,5/5/24,1
CDFM,62,0.72,495,0.27,215,0.01,,46.81,5/5/24,1
X9RJ,144,0.27,229,0.72,87,0.01,,96.4,5/5/24,1
5MQ6,131,0.41,469,0.03,121,0.56,Steaming,94.34,5/5/24,1
GI9H,9,0.86,330,0.13,138,0.01,,96.71,5/5/24,1
2XOX,173,0.76,128,0.23,98,0.01,,97.2,5/5/24,1
A8CT,63,0.01,247,0.41,78,0.58,,91.86,5/5/24,1
7HMR,48,0.21,166,0.24,279,0.55,20°C for 60 min,95.35,5/5/24,1
ST7N,12,0.19,122,0.14,64,0.67,,92.21,5/5/24,1
N1QP,48,0.54,345,0.45,4,0.01,,50.13,5/5/24,1
KR0S,128,0.68,23,0.31,212,0.01,,91.68,5/5/24,1
VWVT,44,0.36,224,0.63,154,0.01,,92.26,5/5/24,1
0DP3,90,0.08,244,0.77,58,0.15,,92.28,5/5/24,1
2GYU,166,0.7,479,0.22,230,0.08,,91.7,5/5/24,1
S0YZ,198,0.65,302,0.34,174,0.01,,98.55,5/5/24,1
FJPI,144,0.29,200,0.7,200,0.01,,91.42,5/5/24,1
3HZG,43,0.33,453,0.66,290,0.01,,93.98,5/5/24,1
YTSV,78,0.78,75,0.21,271,0.01,,99.98,5/5/24,1
15CS,110,0.24,111,0.75,286,0.01,Steaming,97.31,5/5/24,1
W7S1,176,0.03,50,0.53,54,0.44,,97.92,5/5/24,1
ZX77,109,0.93,428,0.06,286,0.01,20°C for 60 min,93.86,5/5/24,1
3EYU,94,0.19,131,0.8,206,0.01,,95.25,5/5/24,1
SVMH,51,0.31,121,0.58,156,0.11,,96.35,5/5/24,1
9OI7,96,0.87,216,0.12,74,0.01,50°C for 10 min,91.04,5/5/24,1
AVL1,66,0.38,196,0.61,22,0.01,,95.38,5/5/24,1
4X2F,113,0.17,5,0.6,218,0.23,,96.74,5/5/24,1
I6RE,167,0.46,267,0.53,181,0.01,Steaming,91.86,5/5/24,1
NK4U,195,0.74,439,0.04,202,0.22,,95.51,5/5/24,1
NAOZ,167,0.42,158,0.09,284,0.49,Steaming,90.99,5/5/24,1
VVZN,167,0.8,122,0.19,198,0.01,,98,5/5/24,1
TN4Q,77,0.59,42,0.4,75,0.01,,99.52,5/5/24,1
WDCE,144,0.1,289,0.31,164,0.59,,20.17,5/5/24,1
UKZP,78,0.32,211,0.67,168,0.01,Steaming,93.03,5/5/24,1
GDB3,7,0.27,114,0.36,41,0.37,,94.89,5/5/24,1
RFC1,179,0.82,80,0.17,76,0.01,,90.54,5/5/24,1
CEQ5,12,0.37,488,0.62,168,0.01,,99.76,5/5/24,1
8D94,22,0.95,324,0.04,89,0.01,50°C for 10 min,47.75,5/5/24,1
NSJC,5,0.88,300,0.11,259,0.01,,96.3,5/5/24,1
GYIT,12,0.75,320,0.24,245,0.01,,92.36,5/5/24,1
WXSW,12,0.66,46,0.33,214,0.01,,99.86,5/5/24,1
8X17,143,0.48,149,0.08,189,0.44,Freezing for 20 min,95.53,5/5/24,1
QT8F,171,0.86,435,0.13,137,0.01,70°C for 10 min,94.25,5/5/24,1
0NU2,165,0.77,500,0.22,152,0.01,,94.86,5/5/24,1
KNZH,129,0.78,358,0.21,3,0.01,50°C for 10 min,99.75,5/5/24,1
ZEAM,162,0.33,241,0.1,206,0.57,,22.26,5/5/24,1
KQIB,90,0.83,451,0.16,157,0.01,Freezing for 20 min,93.43,5/5/24,1
16QR,185,0.47,87,0.52,256,0.01,,96.41,5/5/24,1
YAA3,90,0.75,156,0.24,217,0.01,,90.24,5/5/24,1
F7XU,8,0.82,491,0.17,126,0.01,70°C for 10 min,95.18,5/5/24,1
F7N5,144,0.73,458,0.02,76,0.25,20°C for 60 min,93.19,5/5/24,1
4XM8,167,0.31,192,0.6,94,0.09,,95.66,5/5/24,1
NBOE,45,0.69,326,0.3,62,0.01,70°C for 10 min,92.91,5/5/24,1
2MKG,66,0.88,261,0.11,267,0.01,70°C for 10 min,91.24,5/5/24,1
LNUP,144,0.37,382,0.62,280,0.01,50°C for 10 min,90.17,5/5/24,1
FI0D,115,0.51,161,0.48,86,0.01,,93.04,5/5/24,1
V9PF,181,0.58,336,0.41,35,0.01,,96.54,5/5/24,1
E2Y5,90,0.72,441,0.27,155,0.01,70°C for 10 min,92.48,5/5/24,1
QWD6,141,0.33,17,0.12,234,0.55,Freezing for 20 min,92.64,5/5/24,1
COWN,54,0.31,128,0.16,144,0.53,,92.17,5/5/24,1
JXOU,191,0.3,64,0.69,122,0.01,70°C for 10 min,93.24,5/5/24,1
11WE,78,0.33,164,0.17,227,0.5,,99.01,5/5/24,1
2B32,106,0.44,294,0.5,279,0.06,Freezing for 20 min,98.46,5/5/24,1
MZF2,127,0.92,322,0.07,173,0.01,,96.83,5/5/24,1
O3D5,49,0.53,99,0.46,194,0.01,,92.37,5/5/24,1
24R1,66,0.26,176,0.61,29,0.13,,95.67,5/5/24,1
T9ND,97,0.36,345,0.56,137,0.08,,92.65,5/5/24,1
ONCB,54,0.18,204,0.53,287,0.29,,90.72,5/5/24,1
UH9O,26,0.34,151,0.65,32,0.01,,94.74,5/5/24,1
X4C4,167,0.33,85,0.09,73,0.58,,99.24,5/5/24,1
0JCF,68,0.54,358,0.45,31,0.01,,93.89,5/5/24,1
SR1N,83,0.27,354,0.37,138,0.36,Freezing for 20 min,95.08,5/5/24,1
JDQQ,108,0.04,492,0.16,172,0.8,70°C for 10 min,40.02,5/5/24,1
VC1O,168,0.45,471,0.34,26,0.21,,90.05,5/5/24,1
0RT5,28,0.14,45,0.79,227,0.07,,95.89,5/5/24,1
46SX,129,0.42,265,0.26,255,0.32,Freezing for 20 min,93.48,5/5/24,1
54CT,75,0.59,40,0.4,90,0.01,,96.87,5/5/24,1
ODZJ,175,0.39,9,0.08,291,0.53,,91.41,5/5/24,1
ZM8C,138,0.52,55,0.29,291,0.19,,95.89,5/5/24,1
6UW1,30,0.73,439,0.09,25,0.18,,99.2,5/5/24,1
LA3J,61,0.54,336,0.31,10,0.15,Freezing for 20 min,95.82,5/5/24,1
4VDX,10,0.3,346,0.69,116,0.01,,95.83,5/5/24,1
LHMC,158,0.77,82,0.22,198,0.01,50°C for 10 min,93.26,5/5/24,1
VYT2,82,0.11,151,0.26,235,0.63,,99.5,5/5/24,1
H23E,12,0.26,144,0.27,136,0.47,Steaming,91.31,5/5/24,1
QRAC,4,0.76,112,0.23,143,0.01,,93.24,5/5/24,1
29XZ,198,0.04,144,0.05,284,0.91,Steaming,81.85,5/5/24,1
BWEB,171,0.89,282,0.1,290,0.01,,90.61,5/5/24,1
WWJA,70,0.87,109,0.12,241,0.01,,94.46,5/5/24,1
DXTZ,100,0.07,282,0.28,43,0.65,,98.5,5/5/24,1
UAIG,116,0.8,321,0.19,97,0.01,Steaming,95.99,5/5/24,1
5G5B,100,0.07,423,0.92,282,0.01,Freezing for 20 min,99.95,5/5/24,1
WA07,64,0.44,20,0.55,150,0.01,,96.32,5/5/24,1
QKZW,78,0.56,377,0.43,90,0.01,20°C for 60 min,93.45,5/5/24,1
9T3I,39,0.32,174,0.67,265,0.01,Freezing for 20 min,94.08,5/5/24,1
3YJT,9,0.34,9,0.11,113,0.55,,98.54,5/5/24,1
KU11,32,0.35,26,0.64,125,0.01,,95.63,5/5/24,1
WWIZ,4,0.4,33,0.37,149,0.23,Steaming,97.76,5/5/24,1
W9DE,87,0.42,307,0.42,259,0.16,,95.24,5/5/24,1
ZP8L,138,0.15,489,0.22,43,0.63,,98.68,5/5/24,1
2J94,39,0.03,65,0.53,126,0.44,50°C for 10 min,97.85,5/5/24,1
YFGY,105,0.81,422,0.18,252,0.01,,96.77,5/5/24,1
XBVL,68,0.53,52,0.46,298,0.01,,99.46,5/5/24,1
W88H,23,0.92,218,0.07,282,0.01,,95.41,5/5/24,1
B7Y3,25,0.49,25,0.48,12,0.03,,61.25,5/5/24,1
2Q5R,127,0.1,394,0.23,279,0.67,,94.3,5/5/24,1
NIKY,22,0.14,295,0.09,297,0.77,50°C for 10 min,95.48,5/5/24,1
WUYT,110,0.57,141,0.41,36,0.02,,95.76,5/5/24,1
ZEOU,42,0.9,110,0.09,244,0.01,,96.69,5/5/24,1
KRX6,174,0.76,358,0.23,240,0.01,,99.83,5/5/24,1
B35Z,12,0.3,189,0.69,105,0.01,,99.44,5/5/24,1
C9HT,78,0.57,336,0.29,295,0.14,,98.63,5/5/24,1
8MXF,156,0.1,397,0.86,284,0.04,,90.68,5/5/24,1
YODZ,153,0.68,192,0.17,81,0.15,,95,5/5/24,1
BER8,30,0.4,246,0.37,72,0.23,Steaming,92.81,5/5/24,1
8M7J,43,0.14,261,0.54,68,0.32,,92.6,5/5/24,1
2LSI,108,0.1,137,0.69,15,0.21,,94.37,5/5/24,1
HT2A,144,0.05,132,0.02,235,0.93,70°C for 10 min,95.82,5/5/24,1
KDWF,153,0.16,74,0.7,170,0.14,,99,5/5/24,1
0BAA,128,0.57,488,0.18,140,0.25,,92.51,5/5/24,1
N7NQ,161,0.96,246,0.03,108,0.01,,33.57,5/5/24,1
KZ2A,89,0.64,184,0.06,83,0.3,Steaming,93.63,5/5/24,1
B05F,112,0.55,280,0.35,117,0.1,,76.63,5/5/24,1
P8Z6,87,0.87,14,0.12,226,0.01,,96.57,5/5/24,1
86G4,156,0.86,196,0.13,47,0.01,50°C for 10 min,29.74,5/5/24,1
8OHY,37,0.68,324,0.31,141,0.01,,92.19,5/5/24,1
MULK,49,0.73,306,0.26,217,0.01,,97.18,5/5/24,1
5GHJ,167,0.01,479,0.11,169,0.88,,92.58,5/5/24,1
I20F,144,0.28,289,0.55,120,0.17,,95.29,5/5/24,1
JR1C,149,0.92,9,0.07,15,0.01,20°C for 60 min,92.65,5/5/24,1
3KWJ,18,0.88,459,0.11,140,0.01,,98.09,5/5/24,1
1JAD,92,0.18,1,0.43,136,0.39,50°C for 10 min,98.59,5/5/24,1
MIW6,113,0.21,435,0.65,88,0.14,,60.58,5/5/24,1
PJ6B,161,0.82,353,0.17,126,0.01,,90.3,5/5/24,1
WYUY,85,0.04,105,0.37,251,0.59,,93.45,5/5/24,1
CKUO,107,0.54,97,0.45,54,0.01,70°C for 10 min,92.07,5/5/24,1
FZTI,45,0.71,171,0.14,58,0.15,,96.95,5/5/24,1
UQ9Z,167,0.06,330,0.66,98,0.28,,98.61,5/5/24,1
FDO9,187,0.92,468,0.07,203,0.01,,90.98,5/5/24,1
0OGE,90,0.46,98,0.53,95,0.01,20°C for 60 min,30.88,5/5/24,1
FZAB,88,0.19,82,0.06,83,0.75,,95.24,5/5/24,1
F0YX,69,0.16,169,0.25,52,0.59,,31.41,5/5/24,1
DQGP,53,0.82,173,0.17,69,0.01,50°C for 10 min,91.56,5/5/24,1
9JFN,110,0.42,176,0.57,291,0.01,,96.43,5/5/24,1
T163,36,0.3,81,0.42,75,0.28,,95.79,5/5/24,1
XRRT,119,0.88,308,0.11,188,0.01,Freezing for 20 min,33.68,5/5/24,1
2DQG,112,0.4,402,0.27,181,0.33,,91.97,5/5/24,1
WLVU,144,0.46,269,0.27,127,0.27,,96.94,5/5/24,1
H4DX,45,0.42,399,0.11,240,0.47,Freezing for 20 min,91.09,5/5/24,1
T7BC,144,0.09,273,0.53,249,0.38,70°C for 10 min,95.87,5/5/24,1
0ZEE,5,0.94,145,0.05,259,0.01,,99.19,5/5/24,1
V0T0,105,0.92,360,0.07,245,0.01,,91.58,5/5/24,1
SI41,168,0.83,167,0.06,68,0.11,,94.29,5/5/24,1
W4JK,147,0.48,21,0.51,108,0.01,,92.02,5/5/24,1
RHX3,170,0.57,198,0.03,279,0.4,,90.14,5/5/24,1
PPKI,31,0.14,225,0.71,78,0.15,,95.9,5/5/24,1
EOBF,145,0.64,107,0.18,195,0.18,,40.47,5/5/24,1
TL7S,90,0.23,72,0.55,29,0.22,,99.27,5/5/24,1
T52S,67,0.22,35,0.59,3,0.19,,90.55,5/5/24,1
FZNQ,76,0.45,72,0.54,262,0.01,,98.69,5/5/24,1
MSOC,18,0.74,395,0.25,198,0.01,50°C for 10 min,94.11,5/5/24,1
PIAW,144,0.68,103,0.31,69,0.01,,91.26,5/5/24,1
I6HD,131,0.02,45,0.77,166,0.21,Freezing for 20 min,95.69,5/5/24,1
BAON,32,0.69,104,0.3,49,0.01,,98.89,5/5/24,1
FDKA,108,0.7,240,0.23,278,0.07,,98.39,5/5/24,1
EGXK,26,0.03,209,0.04,157,0.93,,38.84,5/5/24,1
REU9,65,0.85,60,0.14,299,0.01,Freezing for 20 min,91.24,5/5/24,1
U8JA,12,0.66,480,0.33,205,0.01,,97.1,5/5/24,1
DFL6,128,0.78,76,0.21,208,0.01,50°C for 10 min,45.73,5/5/24,1
FR9O,4,0.3,270,0.69,54,0.01,,91.99,5/5/24,1
C3TU,51,0.97,178,0.02,277,0.01,50°C for 10 min,96.22,5/5/24,1
8F9E,53,0.85,282,0.14,108,0.01,,92.84,5/5/24,1
KY60,152,0.4,440,0.16,75,0.44,,98.7,5/5/24,1
V1FT,90,0.46,56,0.23,286,0.31,,94.26,5/5/24,1
MZTS,115,0.05,279,0.35,56,0.6,Freezing for 20 min,92.15,5/5/24,1
5NUB,48,0.73,148,0.26,236,0.01,,94.13,5/5/24,1
C5BW,109,0.43,307,0.16,179,0.41,20°C for 60 min,90.16,5/5/24,1
OF3Z,31,0.34,129,0.29,63,0.37,,96.87,5/5/24,1
1LR9,198,0.82,471,0.17,197,0.01,Steaming,100,5/5/24,1
DZ2G,100,0.22,62,0.18,13,0.6,20°C for 60 min,94.53,5/5/24,1
VH0F,178,0.13,326,0.12,242,0.75,,90.73,5/5/24,1
XL2D,19,0.92,247,0.07,268,0.01,,95.61,5/5/24,1
URY9,120,0.12,234,0.4,203,0.48,50°C for 10 min,96.48,5/5/24,1
GXWC,141,0.87,465,0.12,291,0.01,,96.76,5/5/24,1
D1EK,163,0.49,407,0.08,17,0.43,20°C for 60 min,90.46,5/5/24,1
4L47,92,0.02,483,0.93,20,0.05,,93.27,5/5/24,1
1WZQ,10,0.88,409,0.11,170,0.01,,96.86,5/5/24,1
EAHN,51,0.88,238,0.11,175,0.01,,91.89,5/5/24,1
CF7G,56,0.54,495,0.14,265,0.32,,93.13,5/5/24,1
EA8W,66,0.72,232,0.27,50,0.01,,94.86,5/5/24,1
XTKY,16,0.62,486,0.37,142,0.01,,93.8,5/5/24,1
L0BD,1,0.24,443,0.14,231,0.62,,98.9,5/5/24,1
35FA,101,0.02,192,0.96,43,0.02,70°C for 10 min,95.96,5/5/24,1
83SD,149,0.31,91,0.38,181,0.31,,91.37,5/5/24,1
MXL0,45,0.56,71,0.43,201,0.01,20°C for 60 min,97.61,5/5/24,1
8QB3,144,0.06,70,0.73,53,0.21,,54.66,5/5/24,1
O3W3,148,0.82,442,0.17,105,0.01,,92.97,5/5/24,1
TES6,82,0.04,265,0.59,23,0.37,,96.93,5/5/24,1
1GA2,103,0.35,349,0.14,159,0.51,,92.53,5/5/24,1
3B44,65,0.46,293,0.53,176,0.01,70°C for 10 min,94.69,5/5/24,1
NGKW,78,0.97,393,0.02,207,0.01,,94.77,5/5/24,1
TPH3,119,0.72,109,0.27,110,0.01,Freezing for 20 min,94.55,5/5/24,1
3QSR,78,0.93,440,0.06,290,0.01,,92.52,5/5/24,1
2EC4,96,0.06,414,0.1,101,0.84,,94.43,5/5/24,1
